UserID,Date,TimeSpentSeconds,Device,VisitFrequency,ProductType,ProductDescription
76,2021-01-16 15:00:00,255,Desktop,19,Shirts, Printed Shirt
76,2021-01-16 16:00:00,524,Desktop,11,Backpacks, Canvas Backpack
76,2021-01-16 17:00:00,291,Desktop,18,Sweaters, Cardigan
76,2021-01-16 18:00:00,26,Tablet,12,Swimwear, Swim Shirt
76,2021-01-16 19:00:00,417,Desktop,6,Sandals, Slide Sandals
77,2021-01-16 20:00:00,336,Desktop,12,Sweaters, Cardigan
77,2021-01-16 21:00:00,474,Desktop,13,Hats, Baseball Cap
77,2021-01-16 22:00:00,221,Desktop,12,Scarves, Silk Scarf
77,2021-01-16 23:00:00,419,Tablet,3,Sneakers, Classic Sneakers
77,2021-01-17 00:00:00,379,Mobile,14,Bags, Crossbody Bag
78,2021-01-17 01:00:00,35,Desktop,3,Skincare, Face Mask
78,2021-01-17 02:00:00,533,Mobile,14,Backpacks, Laptop Backpack
78,2021-01-17 03:00:00,499,Desktop,1,Gloves, Driving Gloves
78,2021-01-17 04:00:00,5,Desktop,11,Jeans, High-rise Jeans
78,2021-01-17 05:00:00,587,Mobile,1,Jewelry, Earrings
79,2021-01-17 06:00:00,168,Mobile,15,Belts, Braided Belt
79,2021-01-17 07:00:00,573,Mobile,15,Pants, Dress Pants
79,2021-01-17 08:00:00,150,Mobile,15,Shorts, Cargo Shorts
79,2021-01-17 09:00:00,354,Tablet,13,Belts, Studded Belt
79,2021-01-17 10:00:00,33,Mobile,6,Gloves, Knit Gloves
80,2021-01-17 11:00:00,568,Desktop,11,Shirts, Printed Shirt
80,2021-01-17 12:00:00,308,Mobile,17,Boots, Ankle Boots
80,2021-01-17 13:00:00,505,Mobile,5,Watches, Smart Watch
80,2021-01-17 14:00:00,165,Mobile,9,Gloves, Wool Gloves
80,2021-01-17 15:00:00,504,Mobile,14,Accessories, Necktie
81,2021-01-17 16:00:00,428,Mobile,6,Jeans, Skinny Jeans
81,2021-01-17 17:00:00,544,Desktop,3,T-Shirts, V-Neck T-Shirt
81,2021-01-17 18:00:00,385,Mobile,1,Bags, Satchel Bag
81,2021-01-17 19:00:00,366,Desktop,12,Pants, Chinos
81,2021-01-17 20:00:00,589,Tablet,13,Suits, Double-Breasted Suit
82,2021-01-17 21:00:00,543,Mobile,12,Dresses, Cocktail Dress
82,2021-01-17 22:00:00,69,Mobile,9,Swimwear, Board Shorts
82,2021-01-17 23:00:00,109,Desktop,2,Swimwear, Swim Shirt
82,2021-01-18 00:00:00,543,Desktop,15,Dresses, Cocktail Dress
82,2021-01-18 01:00:00,379,Mobile,18,Shirts, Graphic Shirt
83,2021-01-18 02:00:00,442,Desktop,5,Skincare, Face Mask
83,2021-01-18 03:00:00,363,Tablet,7,Boots, Ankle Boots
83,2021-01-18 04:00:00,391,Tablet,8,Watches, Smart Watch
83,2021-01-18 05:00:00,65,Tablet,12,Suits, Double-Breasted Suit
83,2021-01-18 06:00:00,459,Desktop,12,Jeans, Skinny Jeans
84,2021-01-18 07:00:00,64,Desktop,2,Belts, Braided Belt
84,2021-01-18 08:00:00,199,Mobile,11,Skincare, Moisturizer
84,2021-01-18 09:00:00,412,Mobile,15,Suits, Casual Suit
84,2021-01-18 10:00:00,310,Desktop,4,Ties, Woven Tie
84,2021-01-18 11:00:00,534,Desktop,9,Sweaters, Cardigan
85,2021-01-18 12:00:00,435,Desktop,14,Hats, Trucker Hat
85,2021-01-18 13:00:00,574,Desktop,17,Shirts, Striped Shirt
85,2021-01-18 14:00:00,20,Desktop,5,Hats, Baseball Cap
85,2021-01-18 15:00:00,507,Desktop,12,Ties, Skinny Tie
85,2021-01-18 16:00:00,189,Mobile,3,T-Shirts, Pocket T-Shirt
86,2021-01-18 17:00:00,551,Desktop,1,Sneakers, High-Top Sneakers
86,2021-01-18 18:00:00,390,Mobile,8,Jackets, Denim Jacket
86,2021-01-18 19:00:00,137,Desktop,5,Hoodies, Pullover Hoodie
86,2021-01-18 20:00:00,351,Desktop,8,Dresses, Summer Dress
86,2021-01-18 21:00:00,226,Mobile,8,Heels, Block Heels
87,2021-01-18 22:00:00,115,Desktop,13,Shirts, Printed Shirt
87,2021-01-18 23:00:00,531,Desktop,13,Hats, Bucket Hat
87,2021-01-19 00:00:00,24,Desktop,15,Accessories, Bowtie
87,2021-01-19 01:00:00,33,Desktop,9,Dresses, Cocktail Dress
87,2021-01-19 02:00:00,213,Mobile,17,Heels, Block Heels
88,2021-01-19 03:00:00,52,Mobile,8,Shorts, Athletic Shorts
88,2021-01-19 04:00:00,186,Mobile,19,Jeans, High-rise Jeans
88,2021-01-19 05:00:00,294,Mobile,13,Hats, Beanie
88,2021-01-19 06:00:00,436,Desktop,19,Bags, Crossbody Bag
88,2021-01-19 07:00:00,171,Mobile,3,Suits, Tuxedo
89,2021-01-19 08:00:00,211,Desktop,18,Sunglasses, Square Sunglasses
89,2021-01-19 09:00:00,560,Desktop,12,Sunglasses, Wayfarer Sunglasses
89,2021-01-19 10:00:00,557,Tablet,11,Gloves, Wool Gloves
89,2021-01-19 11:00:00,541,Desktop,14,T-Shirts, Striped T-Shirt
89,2021-01-19 12:00:00,487,Desktop,12,Jeans, High-rise Jeans
90,2021-01-19 13:00:00,386,Desktop,10,Heels, Wedge Heels
90,2021-01-19 14:00:00,114,Mobile,11,Accessories, Belt
90,2021-01-19 15:00:00,254,Desktop,15,Boots, Knee-high Boots
90,2021-01-19 16:00:00,539,Desktop,17,Sweaters, Crewneck Sweater
90,2021-01-19 17:00:00,167,Mobile,10,Shirts, Striped Shirt
91,2021-01-19 18:00:00,148,Desktop,3,Belts, Braided Belt
91,2021-01-19 19:00:00,517,Mobile,14,Sandals, Flat Sandals
91,2021-01-19 20:00:00,162,Desktop,11,Scarves, Silk Scarf
91,2021-01-19 21:00:00,138,Desktop,9,Jewelry, Ring
91,2021-01-19 22:00:00,553,Mobile,15,Heels, Wedge Heels
92,2021-01-19 23:00:00,569,Desktop,2,Swimwear, Swim Trunks
92,2021-01-20 00:00:00,122,Mobile,6,Boots, Hiking Boots
92,2021-01-20 01:00:00,205,Desktop,6,Pants, Chinos
92,2021-01-20 02:00:00,289,Mobile,17,Sweaters, Cable Knit Sweater
92,2021-01-20 03:00:00,516,Mobile,18,Heels, Block Heels
93,2021-01-20 04:00:00,502,Desktop,12,Hats, Wide Brim Hat
93,2021-01-20 05:00:00,594,Desktop,8,Sunglasses, Round Sunglasses
93,2021-01-20 06:00:00,592,Mobile,4,T-Shirts, Plain T-Shirt
93,2021-01-20 07:00:00,48,Desktop,17,Scarves, Knit Scarf
93,2021-01-20 08:00:00,324,Mobile,1,Watches, Dress Watch
94,2021-01-20 09:00:00,308,Desktop,6,Watches, Analog Watch
94,2021-01-20 10:00:00,419,Tablet,13,Hats, Bucket Hat
94,2021-01-20 11:00:00,574,Desktop,4,Bags, Clutch Bag
94,2021-01-20 12:00:00,17,Desktop,1,Swimwear, Swim Briefs
94,2021-01-20 13:00:00,124,Desktop,19,Skincare, Cleanser
95,2021-01-20 14:00:00,295,Mobile,10,Ties, Bowtie
95,2021-01-20 15:00:00,293,Desktop,10,Shirts, Casual Shirt
95,2021-01-20 16:00:00,88,Desktop,1,Watches, Sports Watch
95,2021-01-20 17:00:00,148,Mobile,17,Sneakers, Classic Sneakers
95,2021-01-20 18:00:00,268,Mobile,17,Boots, Chelsea Boots
96,2021-01-20 19:00:00,383,Desktop,1,Skincare, Face Mask
96,2021-01-20 20:00:00,472,Desktop,2,Suits, Single-Breasted Suit
96,2021-01-20 21:00:00,74,Mobile,12,Gloves, Driving Gloves
96,2021-01-20 22:00:00,426,Tablet,3,Watches, Digital Watch
96,2021-01-20 23:00:00,440,Desktop,9,Skincare, Eye Cream
97,2021-01-21 00:00:00,255,Tablet,2,Hoodies, Athletic Hoodie
97,2021-01-21 01:00:00,64,Desktop,8,Sandals, Gladiator Sandals
97,2021-01-21 02:00:00,479,Mobile,19,Scarves, Silk Scarf
97,2021-01-21 03:00:00,156,Desktop,17,Skincare, Face Mask
97,2021-01-21 04:00:00,349,Desktop,7,Dresses, Maxi Dress
98,2021-01-21 05:00:00,334,Desktop,18,Bags, Clutch Bag
98,2021-01-21 06:00:00,256,Mobile,16,Jackets, Windbreaker
98,2021-01-21 07:00:00,208,Desktop,10,Watches, Smart Watch
98,2021-01-21 08:00:00,288,Desktop,2,Watches, Dress Watch
98,2021-01-21 09:00:00,502,Mobile,8,Ties, Woven Tie
99,2021-01-21 10:00:00,521,Desktop,12,Gloves, Leather Gloves
99,2021-01-21 11:00:00,446,Mobile,16,Sunglasses, Cat-Eye Sunglasses
99,2021-01-21 12:00:00,186,Tablet,3,Hoodies, Zip-Up Hoodie
99,2021-01-21 13:00:00,177,Desktop,14,Hoodies, Fleece Hoodie
99,2021-01-21 14:00:00,566,Desktop,5,Jewelry, Earrings
100,2021-01-21 15:00:00,169,Desktop,14,Jackets, Windbreaker
100,2021-01-21 16:00:00,89,Mobile,15,Sneakers, High-Top Sneakers
100,2021-01-21 17:00:00,273,Tablet,18,Jewelry, Necklace
100,2021-01-21 18:00:00,592,Mobile,1,Makeup, Blush
100,2021-01-21 19:00:00,432,Mobile,17,T-Shirts, V-Neck T-Shirt
101,2021-01-21 20:00:00,265,Mobile,14,Pants, Chinos
101,2021-01-21 21:00:00,435,Mobile,1,Belts, Webbed Belt
101,2021-01-21 22:00:00,172,Tablet,15,Accessories, Pocket Square
101,2021-01-21 23:00:00,402,Mobile,7,Pants, Jeans
101,2021-01-22 00:00:00,460,Desktop,2,Jeans, Straight Jeans
102,2021-01-22 01:00:00,262,Desktop,6,Swimwear, Swim Shirt
102,2021-01-22 02:00:00,274,Desktop,10,Ties, Bowtie
102,2021-01-22 03:00:00,296,Tablet,3,Sandals, Platform Sandals
102,2021-01-22 04:00:00,59,Desktop,14,Hoodies, Pullover Hoodie
102,2021-01-22 05:00:00,157,Desktop,18,Sunglasses, Cat-Eye Sunglasses
103,2021-01-22 06:00:00,244,Mobile,7,Shirts, Casual Shirt
103,2021-01-22 07:00:00,7,Mobile,2,Jeans, Straight Jeans
103,2021-01-22 08:00:00,561,Mobile,5,Ties, Silk Tie
103,2021-01-22 09:00:00,512,Desktop,8,Backpacks, Canvas Backpack
103,2021-01-22 10:00:00,465,Desktop,7,Bags, Crossbody Bag
104,2021-01-22 11:00:00,543,Desktop,6,Belts, Studded Belt
104,2021-01-22 12:00:00,403,Desktop,12,Hoodies, Graphic Hoodie
104,2021-01-22 13:00:00,427,Mobile,4,Gloves, Leather Gloves
104,2021-01-22 14:00:00,384,Mobile,3,Jewelry, Ring
104,2021-01-22 15:00:00,372,Tablet,16,Bags, Satchel Bag
105,2021-01-22 16:00:00,494,Mobile,6,Belts, Webbed Belt
105,2021-01-22 17:00:00,23,Desktop,7,Shirts, Graphic Shirt
105,2021-01-22 18:00:00,392,Desktop,7,Bags, Tote Bag
105,2021-01-22 19:00:00,203,Desktop,19,Ties, Knit Tie
105,2021-01-22 20:00:00,238,Mobile,19,Jackets, Bomber Jacket
106,2021-01-22 21:00:00,216,Desktop,19,T-Shirts, Graphic T-Shirt
106,2021-01-22 22:00:00,162,Mobile,11,Hoodies, Pullover Hoodie
106,2021-01-22 23:00:00,404,Desktop,11,Sunglasses, Round Sunglasses
106,2021-01-23 00:00:00,439,Tablet,13,Watches, Analog Watch
106,2021-01-23 01:00:00,564,Desktop,19,Makeup, Foundation
107,2021-01-23 02:00:00,144,Tablet,14,Boots, Ankle Boots
107,2021-01-23 03:00:00,250,Mobile,9,Makeup, Eyeshadow
107,2021-01-23 04:00:00,107,Desktop,16,Boots, Chelsea Boots
107,2021-01-23 05:00:00,555,Mobile,13,Dresses, Wrap Dress
107,2021-01-23 06:00:00,401,Desktop,18,Gloves, Wool Gloves
108,2021-01-23 07:00:00,288,Desktop,3,Pants, Cargo Pants
108,2021-01-23 08:00:00,386,Desktop,2,Sweaters, Turtleneck Sweater
108,2021-01-23 09:00:00,340,Mobile,1,Sunglasses, Square Sunglasses
108,2021-01-23 10:00:00,31,Mobile,1,Jeans, Straight Jeans
108,2021-01-23 11:00:00,363,Desktop,12,Scarves, Fringe Scarf
109,2021-01-23 12:00:00,223,Desktop,18,Boots, Chelsea Boots
109,2021-01-23 13:00:00,138,Desktop,19,Sandals, Platform Sandals
109,2021-01-23 14:00:00,486,Mobile,9,Jewelry, Ring
109,2021-01-23 15:00:00,81,Desktop,11,T-Shirts, Pocket T-Shirt
109,2021-01-23 16:00:00,107,Desktop,19,Sneakers, High-Top Sneakers
110,2021-01-23 17:00:00,588,Desktop,4,Swimwear, Board Shorts
110,2021-01-23 18:00:00,266,Mobile,8,Swimwear, Swim Briefs
110,2021-01-23 19:00:00,375,Desktop,9,Ties, Skinny Tie
110,2021-01-23 20:00:00,298,Desktop,18,Hoodies, Graphic Hoodie
110,2021-01-23 21:00:00,174,Tablet,9,Gloves, Touchscreen Gloves
111,2021-01-23 22:00:00,479,Desktop,11,Watches, Dress Watch
111,2021-01-23 23:00:00,381,Mobile,1,Backpacks, Hiking Backpack
111,2021-01-24 00:00:00,275,Mobile,3,Jewelry, Ring
111,2021-01-24 01:00:00,339,Mobile,3,Heels, Wedge Heels
111,2021-01-24 02:00:00,134,Mobile,3,Pants, Chinos
112,2021-01-24 03:00:00,214,Mobile,7,Heels, Platform Heels
112,2021-01-24 04:00:00,257,Mobile,13,Sweaters, V-Neck Sweater
112,2021-01-24 05:00:00,78,Desktop,9,Sneakers, High-Top Sneakers
112,2021-01-24 06:00:00,351,Mobile,5,Sunglasses, Square Sunglasses
112,2021-01-24 07:00:00,469,Mobile,2,Heels, Platform Heels
113,2021-01-24 08:00:00,269,Tablet,10,Jackets, Windbreaker
113,2021-01-24 09:00:00,354,Mobile,4,Shirts, Graphic Shirt
113,2021-01-24 10:00:00,342,Desktop,6,Accessories, Cufflinks
113,2021-01-24 11:00:00,397,Desktop,6,Dresses, Evening Dress
113,2021-01-24 12:00:00,289,Desktop,11,Boots, Chelsea Boots
114,2021-01-24 13:00:00,60,Mobile,19,Jackets, Windbreaker
114,2021-01-24 14:00:00,451,Desktop,6,Scarves, Plaid Scarf
114,2021-01-24 15:00:00,394,Desktop,10,Hoodies, Fleece Hoodie
114,2021-01-24 16:00:00,27,Mobile,10,Hoodies, Zip-Up Hoodie
114,2021-01-24 17:00:00,357,Desktop,7,Watches, Digital Watch
115,2021-01-24 18:00:00,223,Desktop,15,Watches, Smart Watch
115,2021-01-24 19:00:00,179,Desktop,19,Ties, Skinny Tie
115,2021-01-24 20:00:00,53,Desktop,14,Swimwear, Rash Guard
115,2021-01-24 21:00:00,415,Mobile,16,Hats, Beanie
115,2021-01-24 22:00:00,81,Desktop,16,Jewelry, Earrings
116,2021-01-24 23:00:00,339,Desktop,16,Boots, Hiking Boots
116,2021-01-25 00:00:00,445,Desktop,5,Swimwear, Swim Trunks
116,2021-01-25 01:00:00,506,Desktop,7,Jackets, Leather Jacket
116,2021-01-25 02:00:00,62,Desktop,3,Backpacks, Canvas Backpack
116,2021-01-25 03:00:00,75,Desktop,1,Makeup, Mascara
117,2021-01-25 04:00:00,537,Mobile,9,Sandals, Slide Sandals
117,2021-01-25 05:00:00,399,Mobile,16,Sandals, Slide Sandals
117,2021-01-25 06:00:00,455,Mobile,9,Accessories, Necktie
117,2021-01-25 07:00:00,416,Mobile,5,Watches, Smart Watch
117,2021-01-25 08:00:00,477,Desktop,16,Shorts, Bermuda Shorts
118,2021-01-25 09:00:00,117,Tablet,14,Sunglasses, Cat-Eye Sunglasses
118,2021-01-25 10:00:00,62,Desktop,7,Pants, Chinos
118,2021-01-25 11:00:00,213,Tablet,6,Scarves, Plaid Scarf
118,2021-01-25 12:00:00,581,Desktop,18,Dresses, Maxi Dress
118,2021-01-25 13:00:00,180,Mobile,17,Dresses, Maxi Dress
119,2021-01-25 14:00:00,17,Tablet,15,Swimwear, Swim Shirt
119,2021-01-25 15:00:00,396,Desktop,13,Pants, Cargo Pants
119,2021-01-25 16:00:00,195,Desktop,8,Backpacks, Laptop Backpack
119,2021-01-25 17:00:00,303,Desktop,17,Watches, Digital Watch
119,2021-01-25 18:00:00,384,Desktop,16,Ties, Bowtie
120,2021-01-25 19:00:00,77,Desktop,4,Jewelry, Bracelet
120,2021-01-25 20:00:00,525,Desktop,3,Gloves, Touchscreen Gloves
120,2021-01-25 21:00:00,141,Desktop,18,Pants, Jeans
120,2021-01-25 22:00:00,262,Desktop,14,Gloves, Wool Gloves
120,2021-01-25 23:00:00,86,Mobile,19,Dresses, Evening Dress
121,2021-01-26 00:00:00,590,Tablet,6,Jewelry, Necklace
121,2021-01-26 01:00:00,584,Desktop,10,Pants, Cargo Pants
121,2021-01-26 02:00:00,231,Desktop,15,Shirts, Graphic Shirt
121,2021-01-26 03:00:00,259,Mobile,4,Accessories, Necktie
121,2021-01-26 04:00:00,106,Desktop,2,Boots, Combat Boots
122,2021-01-26 05:00:00,397,Desktop,19,Gloves, Leather Gloves
122,2021-01-26 06:00:00,414,Desktop,2,Sweaters, Crewneck Sweater
122,2021-01-26 07:00:00,324,Desktop,11,Sneakers, Classic Sneakers
122,2021-01-26 08:00:00,437,Desktop,14,Scarves, Infinity Scarf
122,2021-01-26 09:00:00,551,Mobile,11,Hoodies, Zip-Up Hoodie
123,2021-01-26 10:00:00,577,Mobile,9,Suits, Casual Suit
123,2021-01-26 11:00:00,38,Mobile,19,Dresses, Cocktail Dress
123,2021-01-26 12:00:00,294,Desktop,12,Sweaters, Crewneck Sweater
123,2021-01-26 13:00:00,187,Mobile,5,Backpacks, Daypack
123,2021-01-26 14:00:00,39,Desktop,4,Jackets, Denim Jacket
124,2021-01-26 15:00:00,498,Desktop,14,Swimwear, Swim Shirt
124,2021-01-26 16:00:00,502,Mobile,11,Ties, Silk Tie
124,2021-01-26 17:00:00,512,Mobile,8,Boots, Combat Boots
124,2021-01-26 18:00:00,491,Mobile,14,Shorts, Chino Shorts
124,2021-01-26 19:00:00,69,Desktop,4,Backpacks, Daypack
125,2021-01-26 20:00:00,214,Mobile,6,Sneakers, Running Shoes
125,2021-01-26 21:00:00,478,Desktop,1,Sweaters, V-Neck Sweater
125,2021-01-26 22:00:00,295,Desktop,2,Makeup, Eyeshadow
125,2021-01-26 23:00:00,389,Mobile,16,Watches, Sports Watch
125,2021-01-27 00:00:00,248,Desktop,1,Hats, Wide Brim Hat
126,2021-01-27 01:00:00,294,Desktop,12,Gloves, Leather Gloves
126,2021-01-27 02:00:00,293,Mobile,18,Swimwear, Swim Trunks
126,2021-01-27 03:00:00,338,Tablet,5,Hoodies, Fleece Hoodie
126,2021-01-27 04:00:00,21,Desktop,12,Scarves, Fringe Scarf
126,2021-01-27 05:00:00,429,Desktop,17,T-Shirts, Striped T-Shirt
127,2021-01-27 06:00:00,529,Mobile,17,Watches, Sports Watch
127,2021-01-27 07:00:00,540,Desktop,15,Shirts, Formal Shirt
127,2021-01-27 08:00:00,582,Mobile,9,Swimwear, Swim Shirt
127,2021-01-27 09:00:00,278,Mobile,15,Watches, Analog Watch
127,2021-01-27 10:00:00,409,Mobile,17,Sneakers, Classic Sneakers
128,2021-01-27 11:00:00,49,Mobile,4,Sweaters, V-Neck Sweater
128,2021-01-27 12:00:00,399,Mobile,3,Hoodies, Zip-Up Hoodie
128,2021-01-27 13:00:00,482,Mobile,7,Gloves, Touchscreen Gloves
128,2021-01-27 14:00:00,580,Desktop,2,Shorts, Denim Shorts
128,2021-01-27 15:00:00,19,Desktop,18,Gloves, Touchscreen Gloves
129,2021-01-27 16:00:00,585,Mobile,18,Heels, Platform Heels
129,2021-01-27 17:00:00,431,Desktop,9,Heels, Platform Heels
129,2021-01-27 18:00:00,521,Desktop,8,Ties, Silk Tie
129,2021-01-27 19:00:00,45,Mobile,1,Skincare, Eye Cream
129,2021-01-27 20:00:00,180,Mobile,1,Makeup, Eyeshadow
130,2021-01-27 21:00:00,278,Mobile,4,Jewelry, Earrings
130,2021-01-27 22:00:00,532,Mobile,18,Sandals, Wedge Sandals
130,2021-01-27 23:00:00,237,Mobile,14,Gloves, Driving Gloves
130,2021-01-28 00:00:00,541,Mobile,16,Shorts, Chino Shorts
130,2021-01-28 01:00:00,459,Mobile,6,Hoodies, Athletic Hoodie
131,2021-01-28 02:00:00,346,Desktop,7,Bags, Clutch Bag
131,2021-01-28 03:00:00,597,Desktop,9,Bags, Satchel Bag
131,2021-01-28 04:00:00,191,Desktop,12,Heels, Wedge Heels
131,2021-01-28 05:00:00,127,Desktop,12,Hats, Wide Brim Hat
131,2021-01-28 06:00:00,82,Desktop,7,Swimwear, Swim Briefs
132,2021-01-28 07:00:00,485,Desktop,1,Sneakers, High-Top Sneakers
132,2021-01-28 08:00:00,235,Tablet,6,Shorts, Chino Shorts
132,2021-01-28 09:00:00,211,Desktop,1,Sweaters, Cardigan
132,2021-01-28 10:00:00,165,Desktop,13,Boots, Ankle Boots
132,2021-01-28 11:00:00,176,Desktop,18,Sneakers, Canvas Sneakers
133,2021-01-28 12:00:00,447,Mobile,14,Hats, Wide Brim Hat
133,2021-01-28 13:00:00,108,Mobile,5,Jackets, Denim Jacket
133,2021-01-28 14:00:00,69,Desktop,6,Bags, Clutch Bag
133,2021-01-28 15:00:00,269,Mobile,7,Backpacks, Hiking Backpack
133,2021-01-28 16:00:00,403,Desktop,1,T-Shirts, Plain T-Shirt
134,2021-01-28 17:00:00,476,Mobile,7,Pants, Track Pants
134,2021-01-28 18:00:00,26,Desktop,6,Sandals, Gladiator Sandals
134,2021-01-28 19:00:00,224,Mobile,2,Shirts, Formal Shirt
134,2021-01-28 20:00:00,6,Mobile,8,Hats, Trucker Hat
134,2021-01-28 21:00:00,135,Mobile,14,Jewelry, Anklet
135,2021-01-28 22:00:00,357,Mobile,18,Jackets, Leather Jacket
135,2021-01-28 23:00:00,87,Mobile,2,Shorts, Cargo Shorts
135,2021-01-29 00:00:00,241,Mobile,13,Jeans, Distressed Jeans
135,2021-01-29 01:00:00,570,Mobile,14,Accessories, Bowtie
135,2021-01-29 02:00:00,546,Mobile,7,Boots, Ankle Boots
136,2021-01-29 03:00:00,554,Desktop,14,Sandals, Flat Sandals
136,2021-01-29 04:00:00,126,Desktop,8,Ties, Knit Tie
136,2021-01-29 05:00:00,415,Desktop,4,Gloves, Driving Gloves
136,2021-01-29 06:00:00,358,Desktop,10,Bags, Crossbody Bag
136,2021-01-29 07:00:00,529,Desktop,8,Boots, Chelsea Boots
137,2021-01-29 08:00:00,76,Mobile,10,Pants, Track Pants
137,2021-01-29 09:00:00,480,Mobile,13,Hoodies, Zip-Up Hoodie
137,2021-01-29 10:00:00,534,Desktop,12,Jeans, High-rise Jeans
137,2021-01-29 11:00:00,342,Mobile,8,Belts, Canvas Belt
137,2021-01-29 12:00:00,487,Desktop,17,Dresses, Summer Dress
138,2021-01-29 13:00:00,376,Mobile,14,Belts, Braided Belt
138,2021-01-29 14:00:00,125,Desktop,7,Sneakers, Skate Shoes
138,2021-01-29 15:00:00,101,Desktop,1,Skincare, Moisturizer
138,2021-01-29 16:00:00,217,Mobile,4,Gloves, Leather Gloves
138,2021-01-29 17:00:00,585,Desktop,17,Shorts, Denim Shorts
139,2021-01-29 18:00:00,162,Mobile,3,Dresses, Summer Dress
139,2021-01-29 19:00:00,112,Desktop,4,Swimwear, Swim Trunks
139,2021-01-29 20:00:00,421,Desktop,16,Jewelry, Anklet
139,2021-01-29 21:00:00,386,Desktop,4,Pants, Track Pants
139,2021-01-29 22:00:00,48,Desktop,18,Jackets, Windbreaker
140,2021-01-29 23:00:00,84,Tablet,6,Makeup, Blush
140,2021-01-30 00:00:00,58,Desktop,11,Pants, Chinos
140,2021-01-30 01:00:00,116,Mobile,14,Jewelry, Earrings
140,2021-01-30 02:00:00,220,Mobile,8,Sweaters, V-Neck Sweater
140,2021-01-30 03:00:00,215,Desktop,9,Jackets, Windbreaker
141,2021-01-30 04:00:00,349,Mobile,19,Scarves, Knit Scarf
141,2021-01-30 05:00:00,457,Desktop,11,Makeup, Blush
141,2021-01-30 06:00:00,448,Desktop,3,Pants, Chinos
141,2021-01-30 07:00:00,390,Mobile,8,Bags, Crossbody Bag
141,2021-01-30 08:00:00,245,Desktop,18,Dresses, Evening Dress
142,2021-01-30 09:00:00,585,Desktop,1,Boots, Knee-high Boots
142,2021-01-30 10:00:00,149,Desktop,18,Ties, Woven Tie
142,2021-01-30 11:00:00,508,Mobile,9,Backpacks, Laptop Backpack
142,2021-01-30 12:00:00,143,Desktop,9,Bags, Tote Bag
142,2021-01-30 13:00:00,547,Desktop,4,Pants, Dress Pants
143,2021-01-30 14:00:00,208,Tablet,18,T-Shirts, V-Neck T-Shirt
143,2021-01-30 15:00:00,273,Desktop,7,Backpacks, Hiking Backpack
143,2021-01-30 16:00:00,67,Desktop,16,Sunglasses, Wayfarer Sunglasses
143,2021-01-30 17:00:00,199,Desktop,4,Ties, Woven Tie
143,2021-01-30 18:00:00,37,Desktop,12,Bags, Clutch Bag
144,2021-01-30 19:00:00,16,Mobile,5,Skincare, Eye Cream
144,2021-01-30 20:00:00,62,Tablet,12,Backpacks, Laptop Backpack
144,2021-01-30 21:00:00,136,Mobile,1,Hats, Trucker Hat
144,2021-01-30 22:00:00,540,Mobile,16,Swimwear, Board Shorts
144,2021-01-30 23:00:00,513,Desktop,18,Boots, Hiking Boots
145,2021-01-31 00:00:00,291,Desktop,12,Gloves, Wool Gloves
145,2021-01-31 01:00:00,300,Mobile,18,Accessories, Bowtie
145,2021-01-31 02:00:00,479,Desktop,3,T-Shirts, V-Neck T-Shirt
145,2021-01-31 03:00:00,499,Desktop,5,Gloves, Wool Gloves
145,2021-01-31 04:00:00,593,Mobile,3,Heels, Wedge Heels
146,2021-01-31 05:00:00,198,Desktop,6,Swimwear, Swim Briefs
146,2021-01-31 06:00:00,553,Desktop,2,Sunglasses, Cat-Eye Sunglasses
146,2021-01-31 07:00:00,129,Mobile,13,Jackets, Leather Jacket
146,2021-01-31 08:00:00,120,Mobile,5,Jewelry, Anklet
146,2021-01-31 09:00:00,579,Desktop,4,T-Shirts, Pocket T-Shirt
147,2021-01-31 10:00:00,20,Mobile,7,Pants, Chinos
147,2021-01-31 11:00:00,40,Desktop,16,Suits, Business Suit
147,2021-01-31 12:00:00,17,Desktop,15,Makeup, Mascara
147,2021-01-31 13:00:00,388,Desktop,15,Gloves, Wool Gloves
147,2021-01-31 14:00:00,504,Tablet,9,Dresses, Cocktail Dress
148,2021-01-31 15:00:00,498,Mobile,12,Skincare, Moisturizer
148,2021-01-31 16:00:00,177,Desktop,15,Jewelry, Bracelet
148,2021-01-31 17:00:00,543,Mobile,14,Sandals, Gladiator Sandals
148,2021-01-31 18:00:00,16,Desktop,10,Jeans, Distressed Jeans
148,2021-01-31 19:00:00,442,Desktop,13,Jewelry, Bracelet
149,2021-01-31 20:00:00,393,Desktop,6,Pants, Jeans
149,2021-01-31 21:00:00,48,Mobile,5,Boots, Chelsea Boots
149,2021-01-31 22:00:00,61,Mobile,1,Scarves, Fringe Scarf
149,2021-01-31 23:00:00,149,Desktop,18,Hats, Wide Brim Hat
149,2021-02-01 00:00:00,307,Desktop,1,Suits, Tuxedo
150,2021-02-01 01:00:00,217,Mobile,4,Sneakers, Skate Shoes
150,2021-02-01 02:00:00,547,Tablet,16,T-Shirts, Striped T-Shirt
150,2021-02-01 03:00:00,361,Mobile,18,Jeans, Straight Jeans
150,2021-02-01 04:00:00,365,Mobile,4,Jackets, Blazer
150,2021-02-01 05:00:00,379,Desktop,12,Sneakers, Skate Shoes
151,2021-02-01 06:00:00,11,Desktop,2,Makeup, Foundation
151,2021-02-01 07:00:00,490,Desktop,17,Jewelry, Anklet
